origin destination reason MODO HMV RED duration distance strata age gender FEV ID 
141 140 6 1 13.335 MD 19.8 0.4499 s_1 11 1 43.13392102 3027 
140 60 1 2 6.5 AM 60 6.4995 s_1 34 1 43.13392102 3028 
60 140 6 2 17.5 PM 60 6.4995 s_1 34 1 38.82052892 3028 
140 304 1 4 7 AM 90 26.0692 s_1 57 2 40.11454655 3029 
304 140 6 4 15.25 MD 90 26.0692 s_1 57 2 43.13392102 3029 
140 11 3 2 8.25 AM 30 6.9198 s_1 51 1 43.13392102 3034 
11 140 6 2 11.75 MD 30 6.9198 s_1 51 1 43.13392102 3034 
140 60 4 2 13.417 MD 50 6.4995 s_1 47 2 43.13392102 3035 
60 140 6 4 16.585 PM 49.8 6.4995 s_1 47 2 43.13392102 3035 
140 179 2 4 6.333 AM 40 5.5002 s_1 23 2 40.11454655 3036 
179 140 6 4 16.665 PM 40.2 5.5002 s_1 23 2 43.13392102 3036 
140 130 1 2 6.417 AM 50 3.1079 s_1 34 1 43.13392102 3039 
130 140 6 2 18.417 PM 50 3.1079 s_1 34 1 43.13392102 3039 
140 136 7 1 8.167 AM 20 0.7211 s_1 33 2 43.13392102 3040 
136 140 6 1 13.835 MD 19.8 0.7211 s_1 33 2 43.13392102 3040 
140 136 2 1 11.835 MD 19.8 0.7211 s_1 11 2 43.13392102 3041 
136 140 6 1 17.417 PM 20 0.7211 s_1 11 2 43.13392102 3041 
140 136 2 1 8.167 AM 20 0.7211 s_1 7 1 43.13392102 3042 
136 140 6 1 13.835 MD 19.8 0.7211 s_1 7 1 43.13392102 3042 
140 133 2 1 12.54 MD 25.2 1.6575 s_1 44 1 43.13392102 3044 
133 140 6 1 19.377 PM 24.8 1.6575 s_1 44 1 43.13392102 3044 
140 82 1 4 5.75 AM 90 7.7609 s_1 41 1 43.13392102 3045 
82 140 6 4 20.25 PM 90 7.7609 s_1 41 1 43.13392102 3045 
140 306 1 4 7.333 AM 40 8.8247 s_1 58 2 51.76070523 3046 
306 140 6 4 19.165 PM 40.2 8.8247 s_1 58 2 43.13392102 3046 
140 387 1 2 6.665 AM 40.2 4.7248 s_1 27 2 43.13392102 3047 
387 140 6 2 17.665 PM 40.2 4.7248 s_1 27 2 43.13392102 3047 
140 139 2 1 6.167 AM 20 0.9043 s_1 15 1 43.13392102 3048 
139 140 6 1 12.917 MD 20 0.9043 s_1 15 1 43.13392102 3048 
140 9 2 1 6.04 AM 25.2 6.6521 s_1 22 2 43.13392102 3049 
9 140 6 1 14.208 MD 25 6.6521 s_1 22 2 43.13392102 3049 
140 136 2 1 12.165 MD 40.2 0.7211 s_1 15 1 43.13392102 3050 
136 140 6 1 18.833 PM 40 0.7211 s_1 15 1 43.13392102 3050 
140 136 2 1 12.25 MD 30 0.7211 s_1 12 1 43.13392102 3051 
136 140 6 1 18.75 PM 30 0.7211 s_1 12 1 43.13392102 3051 
140 141 2 1 11.833 MD 10 0.4499 s_1 10 1 43.13392102 3052 
141 140 6 1 17.415 PM 10.2 0.4499 s_1 10 1 43.13392102 3052 
140 141 2 1 6.583 AM 10 0.4499 s_1 7 1 43.13392102 3053 
141 140 6 1 12.002 MD 9.8 0.4499 s_1 7 1 43.13392102 3053 
366 366 2 1 6.583 AM 10 0 s_1 8 2 32.75589793 3055 
366 366 6 1 12.583 MD 10 0 s_1 8 2 32.75589793 3055 
366 366 2 1 7.415 AM 10.2 0 s_1 5 1 32.75589793 3056 
366 366 6 1 12.583 MD 10 0 s_1 5 1 32.75589793 3056 
140 150 1 6 8.25 AM 30 2.5919 s_1 43 1 43.13392102 3060 
150 140 6 6 18.75 PM 30 2.5919 s_1 43 1 43.13392102 3060 
140 151 7 2 6.625 AM 15 2.1575 s_1 45 2 43.13392102 3061 
151 140 6 2 17.25 PM 30 2.1575 s_1 45 2 43.13392102 3061 
140 136 2 1 5.915 AM 10.2 0.7211 s_1 14 1 43.13392102 3062 
136 140 6 1 13.083 MD 10 0.7211 s_1 14 1 43.13392102 3062 
140 143 1 6 8.25 AM 30 1.2205 s_1 38 1 43.13392102 3063 
143 140 6 6 17.75 PM 30 1.2205 s_1 38 1 43.13392102 3063 
140 161 1 2 7.25 AM 30 3.5042 s_1 40 2 43.13392102 3064 
161 140 6 2 14.75 MD 30 3.5042 s_1 40 2 43.13392102 3064 
140 5 1 2 13.75 MD 30 5.7437 s_1 23 2 43.13392102 3065 
5 140 6 2 23.25 MN 30 5.7437 s_1 23 2 43.13392102 3065 
140 136 2 1 5.75 AM 30 0.7211 s_1 19 2 43.13392102 3066 
136 140 6 1 12.25 MD 30 0.7211 s_1 19 2 43.13392102 3066 
140 136 2 1 5.75 AM 30 0.7211 s_1 16 2 43.13392102 3067 
136 140 6 1 12.25 MD 30 0.7211 s_1 16 2 43.13392102 3067 
140 136 2 1 5.75 AM 30 0.7211 s_1 15 2 43.13392102 3068 
136 140 6 1 12.25 MD 30 0.7211 s_1 15 2 43.13392102 3068 
140 136 2 1 11.75 MD 30 0.7211 s_1 10 2 43.13392102 3069 
136 140 6 1 17.25 PM 30 0.7211 s_1 10 2 43.13392102 3069 
140 78 1 2 8.917 AM 50 7.1067 s_1 37 2 43.13392102 3077 
78 140 6 2 18.585 PM 49.8 7.1067 s_1 37 2 38.82052892 3077 
140 10 1 2 7.75 AM 30 6.4504 s_1 18 1 43.13392102 3078 
10 140 6 2 19.165 PM 40.2 6.4504 s_1 18 1 43.13392102 3078 
140 140 2 1 11.667 MD 20 0 s_1 13 1 43.13392102 3079 
140 140 6 1 18.335 PM 19.8 0 s_1 13 1 43.13392102 3079 
140 136 2 1 11.667 MD 20 0.7211 s_1 12 1 43.13392102 3080 
136 140 6 1 17.335 PM 19.8 0.7211 s_1 12 1 43.13392102 3080 
140 69 1 4 6.08 AM 70 8.6264 s_1 50 1 40.11 3081 
69 140 6 4 18.29 PM 65 8.6264 s_1 50 1 40.98 3081 
140 151 7 1 13.50 MD 60 2.1575 s_1 48 2 43.13 3082 
151 140 6 1 17.50 PM 60 2.1575 s_1 48 2 43.13 3082 
140 141 2 1 11.75 MD 10 0.4499 s_1 8 2 43.13 3083 
141 140 6 1 17.08 PM 10 0.4499 s_1 8 2 43.13 3083 
140 141 2 1 6.58 AM 10 0.4499 s_1 8 1 43.13 3084 
141 140 6 1 12.13 MD 15 0.4499 s_1 8 1 43.13 3084 
140 91 1 4 5.67 AM 40 9.3449 s_1 29 1 43.13 3089 
91 140 6 4 18.33 PM 40 9.3449 s_1 29 1 40.98 3089 
140 136 2 1 12.63 MD 15 0.7211 s_1 11 1 43.13 3090 
136 140 6 1 17.88 PM 15 0.7211 s_1 11 1 43.13 3090 
140 36 1 2 6.50 AM 60 8.4571 s_1 41 1 43.13 3091 
36 140 6 2 20.00 PM 60 8.4571 s_1 41 1 43.13 3091 
140 78 1 4 6.83 AM 40 7.1067 s_1 20 2 40.11 3092 
78 140 6 4 18.58 PM 50 7.1067 s_1 20 2 40.98 3092 
140 140 2 1 8.63 AM 15 0 s_1 6 1 43.13 3093 
140 140 6 1 15.88 MD 15 0 s_1 6 1 43.13 3093 
140 403 1 2 6.5 AM 60 4.065 s_1 38 1 43.13392102 3109 
403 140 6 2 17.5 PM 60 4.065 s_1 38 1 43.13392102 3109 
140 143 1 2 12.583 MD 10 1.2205 s_1 36 1 43.13392102 3110 
143 140 6 2 17.915 PM 10.2 1.2205 s_1 36 1 43.13392102 3110 
140 403 1 2 6.5 AM 60 4.065 s_1 19 1 43.13392102 3111 
403 140 6 2 17.5 PM 60 4.065 s_1 19 1 43.13392102 3111 
140 11 1 2 8.333 AM 40 6.9198 s_1 33 1 43.13392102 3112 
11 140 6 2 19.665 PM 40.2 6.9198 s_1 33 1 43.13392102 3112 
140 139 2 1 6.375 AM 15 0.9043 s_1 36 2 43.13392102 3114 
139 140 6 1 12.875 MD 15 0.9043 s_1 36 2 43.13392102 3114 
140 6 3 2 9.208 AM 25 5.5983 s_1 50 2 43.13392102 3115 
6 140 6 2 17.75 PM 30 5.5983 s_1 50 2 38.82052892 3115 
140 128 1 2 7.25 AM 30 4.2671 s_1 20 1 43.13392102 3116 
128 140 6 2 11.75 MD 30 4.2671 s_1 20 1 43.13392102 3116 
140 128 1 2 13.75 MD 30 4.2671 s_1 20 1 43.13392102 3116 
128 140 6 2 18.25 PM 30 4.2671 s_1 20 1 43.13392102 3116 
140 128 1 2 7.25 AM 30 4.2671 s_1 23 2 43.13392102 3117 
128 140 6 2 11.75 MD 30 4.2671 s_1 23 2 43.13392102 3117 
140 128 1 2 13.75 MD 30 4.2671 s_1 23 2 43.13392102 3117 
128 140 6 2 18.25 PM 30 4.2671 s_1 23 2 43.13392102 3117 
140 33 1 2 7.375 AM 75 7.3096 s_1 40 1 43.13392102 3118 
33 140 6 2 19.5 PM 60 7.3096 s_1 40 1 43.13392102 3118 
140 139 4 1 13.625 MD 15 0.9043 s_1 45 2 43.13392102 3119 
122 140 6 5 15.333 MD 40 2.8422 s_1 45 2 43.13392102 3119 
140 318 7 2 3.25 MN 30 10.2362 s_1 44 1 43.13392102 3120 
318 140 6 2 13.25 MD 30 10.2362 s_1 44 1 43.13392102 3120 
140 23 1 2 6.5 AM 60 5.3359 s_1 37 2 43.13392102 3121 
23 140 6 2 17.25 PM 30 5.3359 s_1 37 2 38.82052892 3121 
140 142 2 1 12.25 MD 30 1.0231 s_1 13 2 43.13392102 3122 
142 140 6 1 18.25 PM 30 1.0231 s_1 13 2 43.13392102 3122 
142 142 2 1 6.25 AM 30 0 s_1 7 2 43.13392102 3123 
142 140 6 1 12.25 MD 30 1.0231 s_1 7 2 43.13392102 3123 
140 60 1 4 5.25 AM 30 6.4995 s_1 43 2 43.13392102 3124 
60 140 6 4 15.25 MD 30 6.4995 s_1 43 2 43.13392102 3124 
140 335 2 1 7.25 AM 30 8.7696 s_1 19 1 43.13392102 3125 
335 140 6 1 11.25 MD 30 8.7696 s_1 19 1 43.13392102 3125 
140 120 1 2 6.75 AM 30 2.6989 s_1 37 2 43.13392102 3126 
120 140 6 2 14.25 MD 30 2.6989 s_1 37 2 43.13392102 3126 
140 97 1 2 6.5 AM 60 6.719 s_1 23 2 43.13392102 3127 
97 140 6 2 18.5 PM 60 6.719 s_1 23 2 43.13392102 3127 
140 142 2 3 7.79 AM 25.2 1.0231 s_1 7 2 43.13392102 3128 
142 140 6 3 12.75 MD 90 1.0231 s_1 7 2 43.13392102 3128 
140 342 1 1 8.5 AM 60 2.3133 s_1 71 1 43.13392102 3129 
342 140 6 1 21.5 PM 60 2.3133 s_1 71 1 43.13392102 3129 
140 130 1 2 8.25 AM 90 3.1079 s_1 25 1 43.13392102 3130 
130 140 6 2 20.25 PM 90 3.1079 s_1 25 1 43.13392102 3130 
11 138 6 2 6.50 AM 60 7.4088 s_1 34 1 60.10 3135 
138 11 1 2 17.13 PM 45 7.4088 s_1 34 1 66.77 3135 
138 337 1 2 5.13 AM 45 11.0602 s_1 30 2 66.77 3136 
337 138 6 2 15.13 MD 45 11.0602 s_1 30 2 66.77 3136 
138 139 2 1 12.63 MD 15 0.6734 s_1 14 1 66.77 3137 
139 138 6 1 17.88 PM 15 0.6734 s_1 14 1 66.77 3137 
138 139 2 1 12.63 MD 15 0.6734 s_1 11 1 66.77 3138 
139 138 6 1 17.88 PM 15 0.6734 s_1 11 1 66.77 3138 
138 30 7 2 10.5 MD 60 7.4041 s_1 35 1 66.77391554 3139 
30 138 6 2 18.5 PM 60 7.4041 s_1 35 1 60.09652399 3139 
138 134 1 2 7.25 AM 30 1.7688 s_1 35 2 66.77391554 3140 
134 138 6 2 17.75 PM 30 1.7688 s_1 35 2 66.77391554 3140 
138 137 2 1 6.125 AM 15 0.8671 s_1 14 1 66.77391554 3141 
137 138 6 1 13.125 MD 15 0.8671 s_1 14 1 66.77391554 3141 
138 137 2 1 6.125 AM 15 0.8671 s_1 12 1 66.77391554 3142 
137 138 6 1 13.125 MD 15 0.8671 s_1 12 1 66.77391554 3142 
138 137 2 1 6.875 AM 15 0.8671 s_1 9 1 66.77391554 3143 
137 138 6 1 12.125 MD 15 0.8671 s_1 9 1 66.77391554 3143 
138 155 1 3 7.125 AM 15 4.9079 s_1 40 1 46.74174088 3144 
