origin	destination	reason	MODO	HMV	RED	duration	distance	strata	age	gender	FEV	ID	
6 130 6 2 10.75 MD 30 2.5363 5 83 1 81.58000575 53 
130 131 3 5 12.167 MD 20 0.3929 5 83 1 81.58000575 53 
131 130 6 5 13.667 MD 20 0.3929 5 83 1 81.58000575 53 
130 6 3 2 9.25 AM 30 2.5363 5 64 2 81.58000575 56 
6 130 6 2 10.75 MD 30 2.5363 5 64 2 81.58000575 56 
130 131 3 5 12.167 MD 20 0.3929 5 64 2 81.58000575 56 
131 130 6 5 13.667 MD 20 0.3929 5 64 2 81.58000575 56 
130 183 1 3 7.25 AM 30 4.0088 5 39 2 81.58000575 59 
183 130 6 3 17.75 PM 30 4.0088 5 39 2 114.212008 59 
216 15 1 2 20.17 PM 20 4.836 2 45 1 41.84 113 
15 216 6 2 9.17 AM 20 4.836 2 45 1 41.84 113 
216 262 7 1 6.63 AM 15 0.6986 2 52 2 41.84 115 
262 262 1 1 7.13 AM 15 0 2 52 2 41.84 115 
262 262 7 1 11.88 MD 15 0 2 52 2 41.84 115 
262 216 6 1 12.75 MD 30 0.6986 2 52 2 41.84 115 
216 215 2 1 6.63 AM 15 0.5328 2 12 1 41.84 120 
215 216 6 1 13.00 MD 60 0.5328 2 12 1 41.84 120 
366 366 7 1 7.875 AM 15 0 1 32 2 32.75589793 696 
366 366 6 1 16.125 PM 15 0 1 32 2 32.75589793 696 
36 216 6 2 19.125 PM 45 4.9562 1 38 1 51.03515625 702 
216 36 1 2 5.625 AM 75 4.9562 1 38 1 51.03515625 702 
36 216 6 2 19.125 PM 45 4.9562 1 38 1 51.03515625 702 
312 216 6 4 17.875 PM 75 15.5356 1 39 2 55.42417969 706 
216 312 1 4 6 AM 60 15.5356 1 39 2 61.2421875 706 
312 216 6 4 17.875 PM 75 15.5356 1 39 2 55.42417969 706 
359 216 6 1 17.875 PM 15 0.2507 1 9 2 51.03515625 709 
216 359 4 1 11.083 MD 10 0.2507 1 9 2 51.03515625 709 
359 216 6 1 17.875 PM 15 0.2507 1 9 2 51.03515625 709 
120 179 2 2 8.17 AM 20 3.6338 4 19 1 82.64 881 
179 120 6 2 17.17 PM 20 3.6338 4 19 1 82.64 881 
120 116 2 2 17.67 PM 20 1.4197 4 30 1 82.64 886 
116 120 6 2 20.33 PM 20 1.4197 4 30 1 82.64 886 
120 179 2 2 6.17 AM 20 3.6338 4 18 2 82.64 888 
179 120 6 2 17.17 PM 20 3.6338 4 18 2 82.64 888 
120 1 1 2 7.125 AM 15 3.8813 4 42 1 82.63888889 1477 
1 42 1 2 7.75 AM 30 1.9298 4 42 1 82.63888889 1477 
42 1 6 2 18.25 PM 30 1.9298 4 42 1 82.63888889 1477 
1 120 6 2 19 PM 30 3.8813 4 42 1 82.63888889 1477 
120 179 1 5 7.75 AM 30 3.6338 4 47 2 132.2222222 1486 
179 120 6 5 18.25 PM 30 3.6338 4 47 2 148.75 1486 
120 179 1 5 7.75 AM 30 3.6338 4 23 2 132.2222222 1488 
179 120 6 5 18.25 PM 30 3.6338 4 23 2 148.75 1488 
120 202 1 3 7.25 AM 30 5.3181 4 35 1 82.64 1525 
202 120 6 3 9.25 AM 30 5.3181 4 35 1 82.64 1525 
120 102 1 3 15.21 MD 25 3.138 4 35 1 82.64 1525 
102 120 6 3 18.33 PM 40 3.138 4 35 1 115.69 1525 
120 202 1 3 7.25 AM 30 5.3181 4 19 2 82.64 1530 
202 120 6 3 9.25 AM 30 5.3181 4 19 2 82.64 1530 
366 151 1 2 7.5 AM 60 8.5562 1 27 2 29.48030814 1666 
164 231 1 2 13.25 MD 30 3.3206 3 29 1 16.4 4212 
231 164 6 2 18.25 PM 30 3.3206 3 29 1 14.76 4212 
151 285 1 3 7.25 AM 30 15.2283 3 55 2 41.56 4824 
285 151 6 3 17.29 PM 35 15.2283 3 55 2 77.19 4824 
151 150 5 1 12.04 MD 5 0.6157 3 20 2 59.38 4832 
150 151 6 1 17.08 PM 10 0.6157 3 20 2 59.38 4832 
151 147 5 1 18.04 PM 5 0.5969 3 20 2 59.38 4832 
147 151 6 1 19.58 PM 10 0.5969 3 20 2 59.38 4832 
151 151 2 1 7.02 AM 2 0 3 17 2 59.38 4836 
151 151 6 1 13.02 MD 2 0 3 17 2 59.38 4836 
151 156 3 3 16.583 PM 10 2.5588 3 57 2 59.375 4962 
156 151 6 3 18.625 PM 15 2.5588 3 57 2 83.125 4962 
151 142 1 2 7.625 AM 15 1.4968 3 54 1 59.375 4964 
142 151 6 2 18.167 PM 20 1.4968 3 54 1 59.375 4964 
151 86 1 3 7.75 AM 30 7.8041 3 23 2 59.375 5076 
86 82 4 2 17.125 PM 15 1.0768 3 23 2 59.375 5076 
82 151 6 2 19.21 PM 34.8 6.7273 3 23 2 59.375 5076 
151 79 2 4 14.333 MD 40 5.655 3 20 2 59.375 5081 
79 151 6 4 18.417 PM 50 5.655 3 20 2 56.40625 5081 
151 1 1 4 7.415 AM 10.2 4.0979 3 29 1 55.21875 5118 
132 132 2 1 13.583 MD 10 0 6 5 1 59.31111111 9558 
132 132 6 1 17.583 PM 10 0 6 5 1 59.31111111 9558 
132 151 2 1 12.875 MD 15 0.6393 6 10 1 59.31111111 9559 
151 132 6 1 18.125 PM 15 0.6393 6 10 1 59.31111111 9559 
65 383 1 3 8.08 AM 10 1.7643 6 59 1 93.56 18845 
383 65 5 3 12.63 MD 15 1.7643 6 59 1 93.56 18845 
65 383 1 3 14.13 MD 15 1.7643 6 59 1 93.56 18845 
383 65 6 3 18.17 PM 20 1.7643 6 59 1 187.11 18845 
65 61 3 3 14.13 MD 15 1.4704 6 42 2 93.56 18854 
61 65 6 3 14.88 MD 15 1.4704 6 42 2 93.56 18854 
65 383 1 3 8.08 AM 10 1.7643 6 27 2 93.56 18859 
383 116 2 2 18.38 PM 45 3.2101 6 27 2 93.56 18859 
116 65 6 2 21.38 PM 45 4.6734 6 27 2 93.56 18859 
65 91 2 3 6.25 AM 30 3.2682 6 17 2 93.56 18862 
91 65 6 3 15.83 MD 40 3.2682 6 17 2 93.56 18862 
65 91 2 3 6.25 AM 30 3.2682 6 9 2 93.56 18867 
91 65 6 3 15.83 MD 40 3.2682 6 9 2 93.56 18867 
65 112 2 3 6.38 AM 25 4.0196 6 5 1 93.56 18874 
112 65 6 3 13.17 MD 20 4.0196 6 5 1 93.56 18874 
65 321 1 3 7.75 AM 30 10.0555 6 34 1 65.49 18882 
