origin destination reason MODO HMV RED duration distance strata age gender FEV ID 
62 215 6 2 17.5 PM 60 8.9657 s_2 45 2 41.5107438 606 
215 55 1 3 8.00 AM 30 7.683 s_2 27 1 41.51 609 
55 215 6 3 17.00 PM 30 7.683 s_2 27 1 33.21 609 
215 63 1 3 7.83 AM 20 9.7751 s_2 27 1 29.06 609 
63 215 6 3 17.17 PM 20 9.7751 s_2 27 1 33.21 609 
366 269 3 4 9.625 AM 45 4.8994 s_2 65 1 71.02093945 611 
269 366 6 4 12.333 MD 40 4.8994 s_2 65 1 71.02093945 611 
366 369 2 3 12.335 MD 19.8 0.4715 s_2 16 1 71.02093945 612 
369 366 6 3 17.375 PM 15 0.4715 s_2 16 1 71.02093945 612 
366 371 2 3 6.625 AM 45 0.9584 s_2 13 2 71.02093945 613 
371 366 6 3 12.25 MD 30 0.9584 s_2 13 2 71.02093945 613 
366 371 2 3 12.585 MD 49.8 0.9584 s_2 8 2 71.02093945 614 
371 366 6 3 18.042 PM 35 0.9584 s_2 8 2 71.02093945 614 
366 371 2 3 12.585 MD 49.8 0.9584 s_2 6 1 71.02093945 615 
371 366 6 3 18.042 PM 35 0.9584 s_2 6 1 71.02093945 615 
215 222 7 2 6.833 AM 40 2.2216 s_2 40 2 41.5107438 616 
222 215 6 2 7.667 AM 20 2.2216 s_2 40 2 41.5107438 616 
215 355 1 1 6.998 AM 20.2 1.0298 s_2 47 2 41.5107438 634 
355 215 6 1 17.167 PM 20 1.0298 s_2 47 2 41.5107438 634 
215 274 1 2 7.5 AM 60 4.5963 s_2 21 2 37.35966942 635 
274 215 6 2 17.75 PM 90 4.5963 s_2 21 2 41.5107438 635 
215 24 7 4 7.75 AM 30 7.1949 s_2 50 2 38.60 670 
24 215 6 4 10.04 MD 45 7.1949 s_2 50 2 41.51 670 
215 156 1 2 7.08 AM 70 6.4615 s_2 31 1 37.36 675 
156 215 6 2 18.83 PM 100 6.4615 s_2 31 1 41.51 675 
215 231 2 3 7.75 AM 30 4.5806 s_2 32 1 29.06 676 
231 215 7 3 12.75 MD 30 4.5806 s_2 32 1 41.51 676 
215 231 2 3 13.75 MD 30 4.5806 s_2 32 1 41.51 676 
231 215 6 3 16.75 PM 30 4.5806 s_2 32 1 41.51 676 
215 104 1 2 4.54 AM 35 9.8266 s_2 30 2 41.51 677 
164 231 1 2 13.25 MD 30 3.3206 s_3 29 1 16.4 856 
231 164 6 2 18.25 PM 30 3.3206 s_3 29 1 14.76 856 
151 285 1 3 7.25 AM 30 15.2283 s_3 55 2 41.56 982 
285 151 6 3 17.29 PM 35 15.2283 s_3 55 2 77.19 982 
151 150 5 1 12.04 MD 5 0.6157 s_3 20 2 59.38 983 
150 151 6 1 17.08 PM 10 0.6157 s_3 20 2 59.38 983 
151 147 5 1 18.04 PM 5 0.5969 s_3 20 2 59.38 983 
147 151 6 1 19.58 PM 10 0.5969 s_3 20 2 59.38 983 
151 151 2 1 7.02 AM 2 0 s_3 17 2 59.38 984 
151 151 6 1 13.02 MD 2 0 s_3 17 2 59.38 984 
151 156 3 3 16.583 PM 10 2.5588 s_3 57 2 59.375 1014 
156 151 6 3 18.625 PM 15 2.5588 s_3 57 2 83.125 1014 
151 142 1 2 7.625 AM 15 1.4968 s_3 54 1 59.375 1015 
142 151 6 2 18.167 PM 20 1.4968 s_3 54 1 59.375 1015 
151 86 1 3 7.75 AM 30 7.8041 s_3 23 2 59.375 1036 
86 82 4 2 17.125 PM 15 1.0768 s_3 23 2 59.375 1036 
82 151 6 2 19.21 PM 34.8 6.7273 s_3 23 2 59.375 1036 
151 79 2 4 14.333 MD 40 5.655 s_3 20 2 59.375 1037 
79 151 6 4 18.417 PM 50 5.655 s_3 20 2 56.40625 1037 
151 1 1 4 7.415 AM 10.2 4.0979 s_3 29 1 55.21875 1044 
1 151 6 4 12.25 MD 30 4.0979 s_3 29 1 59.375 1044 
151 7 1 5 7.75 AM 30 3.8022 s_3 31 1 71.25 1045 
7 151 6 5 20.25 PM 30 3.8022 s_3 31 1 59.375 1045 
151 7 1 5 7.75 AM 30 3.8022 s_3 29 1 71.25 1046 
7 151 6 5 20.25 PM 30 3.8022 s_3 29 1 59.375 1046 
151 150 2 1 8.042 AM 5 0.6157 s_3 7 1 59.375 1047 
150 151 6 1 12.042 MD 5 0.6157 s_3 7 1 59.375 1047 
151 150 7 1 8.04 AM 4.8 0.6157 s_3 28 2 59.375 1048 
150 151 6 1 8.21 AM 4.8 0.6157 s_3 28 2 59.375 1048 
151 150 7 1 11.873 MD 5.2 0.6157 s_3 28 2 59.375 1048 
150 151 6 1 12.042 MD 5 0.6157 s_3 28 2 59.375 1048 
151 208 1 2 7.25 AM 30 6.4619 s_3 42 2 59.38 1059 
208 126 7 2 12.21 MD 25 6.2035 s_3 42 2 59.38 1059 
126 208 1 2 13.75 MD 30 6.2035 s_3 42 2 59.38 1059 
208 151 6 2 19.25 PM 30 6.4619 s_3 42 2 59.38 1059 
151 123 2 3 6.58 AM 10 1.5723 s_3 15 2 41.56 1060 
123 161 4 5 15.63 MD 15 2.0935 s_3 15 2 59.38 1060 
161 151 6 5 16.08 PM 10 1.479 s_3 15 2 59.38 1060 
151 129 1 3 10.17 MD 20 1.6501 s_3 40 1 59.38 1118 
129 151 6 3 12.63 MD 15 1.6501 s_3 40 1 59.38 1118 
151 129 1 3 14.17 MD 20 1.6501 s_3 40 1 59.38 1118 
129 151 6 3 18.17 PM 20 1.6501 s_3 40 1 83.13 1118 
151 151 1 1 6.79 AM 5 0 s_3 40 2 59.38 1119 
151 151 6 1 16.96 PM 5 0 s_3 40 2 59.38 1119 
151 151 2 1 6.88 AM 5 0 s_3 12 2 59.38 1120 
151 151 6 1 15.08 MD 10 0 s_3 12 2 59.38 1120 
151 161 4 2 13.13 MD 15 1.479 s_3 56 2 59.38 1128 
161 151 6 2 16.08 PM 30 1.479 s_3 56 2 59.38 1128 
151 28 1 3 6.63 AM 15 4.0199 s_3 28 1 35.63 1129 
28 5 2 3 17.54 PM 5 1.3697 s_3 28 1 106.88 1129 
5 151 6 3 21.13 PM 15 3.592 s_3 28 1 59.38 1129 
151 318 1 4 6.38 AM 45 10.4868 s_3 25 1 71.25 1130 
318 151 6 4 19.50 PM 60 10.4868 s_3 25 1 59.38 1130 
151 134 1 1 7.13 AM 15 0.922 s_3 24 1 59.38 1131 
134 151 6 1 12.63 MD 15 0.922 s_3 24 1 59.38 1131 
151 79 2 4 18.75 PM 30 5.655 s_3 24 1 56.41 1131 
79 151 6 4 22.25 MN 30 5.655 s_3 24 1 59.38 1131 
151 134 7 1 7.083 AM 10 0.922 s_3 58 2 59.375 1135 
134 151 6 1 8.8 AM 6 0.922 s_3 58 2 59.375 1135 
151 131 3 1 16.25 PM 30 0.7699 s_3 57 2 59.375 1136 
131 151 6 1 20.25 PM 30 0.7699 s_3 57 2 59.375 1136 
150 130 7 5 8.083 AM 10 1.3352 s_3 76 1 41.05555556 1137 
130 150 6 5 8.752 AM 9.8 1.3352 s_3 76 1 41.05555556 1137 
150 24 7 2 10.333 MD 40 3.3846 s_3 76 1 41.05555556 1137 
24 150 6 2 12.333 MD 40 3.3846 s_3 76 1 41.05555556 1137 
150 78 1 4 7.25 AM 30 6.0313 s_3 45 1 38.18166667 1164 
78 161 1 4 12.167 MD 20 6.0154 s_3 45 1 41.05555556 1164 
161 161 1 1 13.042 MD 5 0 s_3 45 1 41.05555556 1164 
161 78 1 4 14.208 MD 25 6.0154 s_3 45 1 41.05555556 1164 
78 307 7 2 19.083 PM 10 5.9666 s_3 45 1 41.05555556 1164 
307 60 3 3 22.167 MN 20 8.5434 s_3 45 1 41.05555556 1164 
60 150 6 5 3.083 MN 10 4.5824 s_3 45 1 41.05555556 1164 
150 150 2 1 17.96 PM 4.8 0 s_3 58 1 41.05555556 1165 
150 150 6 1 21.542 PM 5 0 s_3 58 1 41.05555556 1165 
150 162 2 3 7.25 AM 30 1.4875 s_3 14 2 41.05555556 1166 
162 150 6 3 15.25 MD 30 1.4875 s_3 14 2 41.05555556 1166 
150 8 7 4 9.25 AM 30 4.031 s_3 53 2 41.05555556 1173 
8 150 6 4 10.75 MD 30 4.031 s_3 53 2 41.05555556 1173 
150 74 4 5 16.417 PM 20 6.8305 s_3 53 2 41.05555556 1173 
74 150 6 5 17.875 PM 15 6.8305 s_3 53 2 53.37222222 1173 
150 173 2 2 6.29 AM 25.2 2.6491 s_3 13 1 41.05555556 1174 
173 150 6 2 12.998 MD 20.2 2.6491 s_3 13 1 41.05555556 1174 
150 149 7 1 11.583 MD 10 0.6401 s_3 45 2 41.05555556 1178 
149 150 6 1 11.752 MD 9.8 0.6401 s_3 45 2 41.05555556 1178 
150 151 7 1 14.415 MD 10.2 0.6157 s_3 45 2 41.05555556 1178 
151 150 6 1 16.083 PM 10 0.6157 s_3 45 2 41.05555556 1178 
150 150 5 1 17.042 PM 5 0 s_3 45 2 41.05555556 1178 
150 150 6 1 19.042 PM 5 0 s_3 45 2 41.05555556 1178 
150 202 2 4 5.75 AM 30 4.205 s_3 18 2 41.05555556 1179 
202 150 6 4 13.75 MD 30 4.205 s_3 18 2 41.05555556 1179 
150 149 7 1 14.915 MD 10.2 0.6401 s_3 18 2 41.05555556 1179 
149 150 6 1 15.083 MD 10 0.6401 s_3 18 2 41.05555556 1179 
150 150 2 1 15.792 MD 5 0 s_3 18 2 41.05555556 1179 
150 150 6 1 17.042 PM 5 0 s_3 18 2 41.05555556 1179 
150 149 2 1 11.583 MD 10 0.6401 s_3 10 1 41.05555556 1180 
149 150 6 1 15.083 MD 10 0.6401 s_3 10 1 41.05555556 1180 
150 150 5 1 17.042 PM 5 0 s_3 10 1 41.05555556 1180 
150 150 6 1 19.042 PM 5 0 s_3 10 1 41.05555556 1180 
150 149 2 1 11.583 MD 10 0.6401 s_3 11 2 41.05555556 1181 
149 150 6 1 15.083 MD 10 0.6401 s_3 11 2 41.05555556 1181 
150 150 5 1 17.042 PM 5 0 s_3 11 2 41.05555556 1181 
150 150 6 1 19.042 PM 5 0 s_3 11 2 41.05555556 1181 
150 306 1 4 6.75 AM 30 8.973 s_3 49 2 49.26666667 1199 
306 150 6 4 7.833 AM 40 8.973 s_3 49 2 37.36055556 1199 
150 150 5 1 8.042 AM 5 0 s_3 52 2 41.05555556 1200 
150 150 6 1 9.042 AM 5 0 s_3 52 2 41.05555556 1200 
150 156 7 2 15.625 MD 15 2.211 s_3 52 2 41.05555556 1200 
156 150 6 2 16.125 PM 15 2.211 s_3 52 2 41.05555556 1200 
150 150 7 1 17.46 PM 4.8 0 s_3 52 2 41.05555556 1200 
150 150 6 1 18.46 PM 4.8 0 s_3 52 2 41.05555556 1200 
150 150 2 1 12.373 MD 5.2 0 s_3 14 2 41.05555556 1201 
150 150 6 1 18.373 PM 5.2 0 s_3 14 2 41.05555556 1201 
150 411 1 4 6.292 AM 65 32.9526 s_3 29 1 38.18166667 1202 
411 159 1 4 17.375 PM 75 34.0051 s_3 29 1 39.00277778 1202 
159 150 6 5 21.707 PM 15.2 1.5337 s_3 29 1 41.05555556 1202 
150 15 1 4 18.667 PM 20 4.1179 s_3 28 1 39.00277778 1210 
15 150 6 4 7.167 AM 20 4.1179 s_3 28 1 38.18166667 1210 
150 116 2 3 5.625 AM 15 2.955 s_3 21 2 41.05555556 1217 
116 1 1 3 8.208 AM 25 5.06 s_3 21 2 41.05555556 1217 
1 116 2 3 17.75 PM 30 5.06 s_3 21 2 28.73888889 1217 
116 150 6 3 21.5 PM 60 2.955 s_3 21 2 41.05555556 1217 
150 1 7 3 6.625 AM 15 3.7995 s_3 17 1 24.63333333 1218 
1 150 6 3 6.833 AM 10 3.7995 s_3 17 1 41.05555556 1218 
150 150 2 3 12.043 MD 14.8 0 s_3 17 1 41.05555556 1218 
150 150 6 3 18.21 PM 4.8 0 s_3 17 1 73.9 1218 
150 78 2 4 9.75 AM 30 6.0313 s_3 24 1 41.05555556 1219 
78 150 6 4 18.75 PM 30 6.0313 s_3 24 1 39.00277778 1219 
150 116 2 2 7.75 AM 30 2.955 s_3 23 2 41.05555556 1220 
116 150 6 2 17.75 PM 30 2.955 s_3 23 2 41.05555556 1220 
150 116 2 2 7.75 AM 30 2.955 s_3 19 2 41.05555556 1221 
