origin	destination	reason	MODO	HMV	RED	duration	distance	strata	age	gender	FEV	ID	
18 216 6 2 7.792 AM 35 5.7911 2 71 1 41.84010417 48 
216 359 1 1 8.375 AM 15 0.2507 2 71 1 41.84010417 48 
359 216 6 1 16.667 PM 20 0.2507 2 71 1 41.84010417 48 
216 359 5 1 10.25 MD 30 0.2507 2 67 2 41.84010417 49 
359 216 6 1 13.75 MD 30 0.2507 2 67 2 41.84010417 49 
216 241 4 2 14.625 MD 45 3.3959 2 63 2 41.84010417 63 
241 216 6 2 16.625 PM 45 3.3959 2 63 2 41.84010417 63 
216 318 1 2 3.875 MN 45 17.7073 2 50 1 41.84010417 76 
318 216 6 4 15.875 MD 15 17.7073 2 50 1 41.84010417 76 
216 44 7 2 6.5 AM 60 7.0184 2 20 1 41.84010417 77 
44 216 6 2 10.5 MD 60 7.0184 2 20 1 41.84010417 77 
216 359 2 1 12.375 MD 15 0.2507 2 16 1 41.84010417 78 
359 216 6 1 18.125 PM 15 0.2507 2 16 1 41.84010417 78 
216 235 1 2 10.42 MD 50 4.3501 2 73 2 41.84 100 
235 216 6 2 21.58 PM 50 4.3501 2 73 2 41.84 100 
216 242 1 2 7.25 AM 30 3.4147 2 40 2 41.84 101 
242 216 6 2 20.75 PM 30 3.4147 2 40 2 41.84 101 
164 231 1 2 13.25 MD 30 3.3206 3 29 1 16.4 856 
231 164 6 2 18.25 PM 30 3.3206 3 29 1 14.76 856 
151 285 1 3 7.25 AM 30 15.2283 3 55 2 41.56 982 
285 151 6 3 17.29 PM 35 15.2283 3 55 2 77.19 982 
151 150 5 1 12.04 MD 5 0.6157 3 20 2 59.38 983 
150 151 6 1 17.08 PM 10 0.6157 3 20 2 59.38 983 
151 147 5 1 18.04 PM 5 0.5969 3 20 2 59.38 983 
147 151 6 1 19.58 PM 10 0.5969 3 20 2 59.38 983 
151 151 2 1 7.02 AM 2 0 3 17 2 59.38 984 
151 151 6 1 13.02 MD 2 0 3 17 2 59.38 984 
151 156 3 3 16.583 PM 10 2.5588 3 57 2 59.375 1014 
156 151 6 3 18.625 PM 15 2.5588 3 57 2 83.125 1014 
151 142 1 2 7.625 AM 15 1.4968 3 54 1 59.375 1015 
142 151 6 2 18.167 PM 20 1.4968 3 54 1 59.375 1015 
151 86 1 3 7.75 AM 30 7.8041 3 23 2 59.375 1036 
86 82 4 2 17.125 PM 15 1.0768 3 23 2 59.375 1036 
82 151 6 2 19.21 PM 34.8 6.7273 3 23 2 59.375 1036 
151 79 2 4 14.333 MD 40 5.655 3 20 2 59.375 1037 
79 151 6 4 18.417 PM 50 5.655 3 20 2 56.40625 1037 
151 1 1 4 7.415 AM 10.2 4.0979 3 29 1 55.21875 1044 
1 151 6 4 12.25 MD 30 4.0979 3 29 1 59.375 1044 
151 7 1 5 7.75 AM 30 3.8022 3 31 1 71.25 1045 
7 151 6 5 20.25 PM 30 3.8022 3 31 1 59.375 1045 
151 7 1 5 7.75 AM 30 3.8022 3 29 1 71.25 1046 
7 151 6 5 20.25 PM 30 3.8022 3 29 1 59.375 1046 
151 150 2 1 8.042 AM 5 0.6157 3 7 1 59.375 1047 
150 151 6 1 12.042 MD 5 0.6157 3 7 1 59.375 1047 
151 150 7 1 8.04 AM 4.8 0.6157 3 28 2 59.375 1048 
150 151 6 1 8.21 AM 4.8 0.6157 3 28 2 59.375 1048 
151 150 7 1 11.873 MD 5.2 0.6157 3 28 2 59.375 1048 
150 151 6 1 12.042 MD 5 0.6157 3 28 2 59.375 1048 
151 208 1 2 7.25 AM 30 6.4619 3 42 2 59.38 1059 
208 126 7 2 12.21 MD 25 6.2035 3 42 2 59.38 1059 
126 208 1 2 13.75 MD 30 6.2035 3 42 2 59.38 1059 
208 151 6 2 19.25 PM 30 6.4619 3 42 2 59.38 1059 
151 123 2 3 6.58 AM 10 1.5723 3 15 2 41.56 1060 
123 161 4 5 15.63 MD 15 2.0935 3 15 2 59.38 1060 
161 151 6 5 16.08 PM 10 1.479 3 15 2 59.38 1060 
151 129 1 3 10.17 MD 20 1.6501 3 40 1 59.38 1118 
129 151 6 3 12.63 MD 15 1.6501 3 40 1 59.38 1118 
120 179 2 2 8.17 AM 20 3.6338 4 19 1 82.64 181 
179 120 6 2 17.17 PM 20 3.6338 4 19 1 82.64 181 
120 116 2 2 17.67 PM 20 1.4197 4 30 1 82.64 182 
116 120 6 2 20.33 PM 20 1.4197 4 30 1 82.64 182 
120 179 2 2 6.17 AM 20 3.6338 4 18 2 82.64 183 
179 120 6 2 17.17 PM 20 3.6338 4 18 2 82.64 183 
120 1 1 2 7.125 AM 15 3.8813 4 42 1 82.63888889 300 
123 334 1 3 5.833 AM 40 7.8433 5 64 1 81.58000575 9 
334 123 6 3 18.333 PM 40 7.8433 5 64 1 89.73800632 9 
123 101 1 3 7.625 AM 15 2.4928 5 45 2 81.58000575 12 
101 123 6 3 12.375 MD 15 2.4928 5 45 2 81.58000575 12 
132 132 2 1 13.583 MD 10 0 6 5 1 59.31111111 1940 
132 132 6 1 17.583 PM 10 0 6 5 1 59.31111111 1940 
